,age_group,education,gender,nationality,electoral_district,unit,n
1828,75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,4
1829,75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,5
1830,75+,Secondary education,Male,Other,Tartu linn,Tartu linn,82
1831,75+,Higher education,Male,Other,Tartu linn,Tartu linn,57
1832,75+,Basic education,Male,Other,Tartu linn,Tartu linn,57
1833,75+,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,37
1834,75+,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,15
1835,75+,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,50
1836,75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,22
1837,75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,3
1838,75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,9
1839,75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,18
1840,75+,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,4
1841,75+,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,26
1842,75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,17
1843,75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,9
1844,75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,25
1845,75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,776
1846,75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,512
1847,75+,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,274
1848,75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,745
1849,75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,785
1850,75+,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,218
1851,75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,645
1852,75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,477
1853,75+,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,263
1854,75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1113
1855,75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,522
1856,75+,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,510
1857,75+,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1924
1858,75+,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1122
1859,75+,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,686
1860,75+,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,913
1861,75+,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,691
1862,75+,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,323
1863,75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,340
1864,75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,246
1865,75+,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,107
1866,75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,729
1867,75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,366
1868,75+,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,348
1869,75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,2789
1870,75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,1232
1871,75+,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,1940
1872,75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,230
1873,75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,97
1874,75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,295
1875,75+,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,1054
1876,75+,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,254
1877,75+,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,752
1878,75+,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,961
1879,75+,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,241
1880,75+,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,951
1881,75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1060
1882,75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,284
1883,75+,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,892
1884,75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,579
1885,75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,211
1886,75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,566
1887,75+,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1703
1888,75+,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,439
1889,75+,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1521
1890,75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,784
1891,75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,222
1892,75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,856
1893,75+,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,2709
1894,75+,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,802
1895,75+,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,2383
1896,75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,888
1897,75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,277
1898,75+,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,926
1899,75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,906
1900,75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,245
1901,75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1188
1902,75+,Secondary education,Female,Estonian,Tartu linn,Tartu linn,2467
1903,75+,Higher education,Female,Estonian,Tartu linn,Tartu linn,1404
1904,75+,Basic education,Female,Estonian,Tartu linn,Tartu linn,1237
1905,75+,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1269
1906,75+,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,443
1907,75+,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1244
1908,75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,954
1909,75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,214
1910,75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,693
1911,75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1578
1912,75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,510
1913,75+,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1257
1914,75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1154
1915,75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,278
1916,75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1094
1917,75+,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,282
1918,75+,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,204
1919,75+,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,97
1920,75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,160
1921,75+,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,204
1922,75+,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,55
1923,75+,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,121
1924,75+,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,104
1925,75+,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,53
1926,75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,744
1927,75+,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,423
1928,75+,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,290
1929,75+,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,448
1930,75+,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,311
1931,75+,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,190
1932,75+,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,89
1933,75+,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,49
1934,75+,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,59
1935,75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,43
1936,75+,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,33
1937,75+,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,12
1938,75+,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,324
1939,75+,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,172
1940,75+,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,139
1941,75+,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,350
1942,75+,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,168
1943,75+,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,225
1944,75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,5
1945,75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
1946,75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
1947,75+,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,1427
1948,75+,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,583
1949,75+,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,757
1950,75+,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,86
1951,75+,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,16
1952,75+,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,103
1953,75+,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,53
1954,75+,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,15
1955,75+,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,52
1956,75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,52
1957,75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,12
1958,75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,29
1959,75+,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,159
1960,75+,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,28
1961,75+,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,143
1962,75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,21
1963,75+,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,13
1964,75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,50
1965,75+,Secondary education,Female,Other,Pärnumaa,Pärnumaa,241
1966,75+,Higher education,Female,Other,Pärnumaa,Pärnumaa,65
1967,75+,Basic education,Female,Other,Pärnumaa,Pärnumaa,172
1968,75+,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,34
1969,75+,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,9
1970,75+,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,54
1971,75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,16
1972,75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,8
1973,75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,11
1974,75+,Secondary education,Female,Other,Tartu linn,Tartu linn,319
1975,75+,Higher education,Female,Other,Tartu linn,Tartu linn,158
1976,75+,Basic education,Female,Other,Tartu linn,Tartu linn,230
1977,75+,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,121
1978,75+,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,28
1979,75+,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,171
1980,75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,83
1981,75+,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,26
1982,75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,66
1983,75+,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,66
1984,75+,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,24
1985,75+,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,87
1986,75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,68
1987,75+,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,16
1988,75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,73
